tree_id,scientific_name,diameter_breast_height_cm,tree_latitude,tree_longitude,canopy_id,canopy_area,canopy_diameter
1068402,Corymbia maculata,20.0,-37.8074104,144.9166755,23685,23.188,5.434
1068410,Corymbia ficifolia,30.0,-37.80717321,144.9143216,18852,53.547,8.257
1068412,Corymbia ficifolia,40.0,-37.80714218,144.9140291,20506,70.02,9.442
1068425,Corymbia ficifolia,30.0,-37.80694917,144.9121526,27436,101.055,11.343
1068427,Corymbia ficifolia,20.0,-37.80691536,144.9118055,27423,9.82,3.536
1068428,Corymbia ficifolia,20.0,-37.8069078,144.9116993,20482,11.57,3.838
1068433,Corymbia maculata,30.0,-37.80764718,144.9189841,28098,24.793,5.618
1068447,Corymbia maculata,30.0,-37.80794233,144.9218948,28122,39.012,7.048
1070932,Corymbia maculata,20.0,-37.80766089,144.9190915,17658,21.102,5.183
1289204,Platanus orientalis var. insularis 'Autumn Glory',10.0,-37.80790667,144.9441791,5320,0.738,0.969
1289224,Platanus orientalis,90.0,-37.82139714,144.9642017,42274,114.312,12.064
1289225,Platanus orientalis var. insularis 'Digitata',11.0,-37.82141769,144.9641191,42274,114.312,12.064
1289272,Platanus x acerifolia,30.0,-37.80842919,144.9449231,28654,100.801,11.329
1289274,Platanus x acerifolia,23.0,-37.80807264,144.9445611,28110,391.387,22.323
1289275,Platanus orientalis var. insularis 'Digitata',28.0,-37.80824669,144.9444967,25795,242.516,17.572
1289283,Eucalyptus leucoxylon,13.0,-37.84308406,144.9847858,34001,22.242,5.322
1289291,Angophora costata,24.0,-37.82712705,144.9663793,24203,58.664,8.643
1289294,Liriodendron tulipifera,30.0,-37.83611907,144.9840422,34126,949.809,34.775
1289296,Liriodendron tulipifera,25.0,-37.83584693,144.9839708,41302,547.875,26.412
1289301,Liriodendron tulipifera,20.0,-37.83480835,144.9841908,757,21.598,5.244
1289303,Eucalyptus leucoxylon,19.0,-37.84292436,144.9852727,25619,182.965,15.263
1289378,Platanus x acerifolia,27.0,-37.80793727,144.944254,28110,391.387,22.323
1289407,Platanus orientalis var. insularis 'Digitata',28.0,-37.80821914,144.9444403,25795,242.516,17.572
1289433,Corymbia maculata,30.0,-37.80025426,144.9521467,21416,101.094,11.345
1289508,Platanus x acerifolia,20.0,-37.80514863,144.9451999,945,43.625,7.453
1289510,Platanus x acerifolia,14.0,-37.80496072,144.9452392,932,24.414,5.575
1289520,Platanus orientalis var. insularis 'Digitata',10.0,-37.80523554,144.9449256,5435,106.16,11.626
1289523,Lophostemon confertus,,-37.79885207,144.926649,724,1460.578,43.124
1289529,Eucalyptus sideroxylon,,-37.79554063,144.9322507,54009,93.391,10.905
1289532,Platanus x acerifolia,35.0,-37.80763297,144.9435419,23013,72.016,9.576
1289536,Angophora costata,35.0,-37.8077119,144.9437656,23016,33.672,6.548
1289542,Platanus x acerifolia,23.0,-37.80767276,144.9431954,18849,20.562,5.117
1289550,Platanus x acerifolia,30.0,-37.80739695,144.9430349,22998,49.012,7.9
1289551,Platanus x acerifolia,27.0,-37.80735012,144.942935,1439,35.473,6.721
1289554,Platanus orientalis var. insularis 'Digitata',6.0,-37.80541576,144.945168,26980,3.984,2.252
1289558,Angophora costata,40.0,-37.80282742,144.9650682,18498,64.09,9.033
1289562,Angophora costata,30.0,-37.80406059,144.9648534,29536,30.75,6.257
1289563,Angophora costata,27.0,-37.80373464,144.9649117,36036,35.516,6.725
1289568,Angophora costata,35.0,-37.8035635,144.9649411,5148,39.645,7.105
1289580,Acer x freemanii 'Jeffersred',18.0,-37.83705539,144.9818286,42512,81.812,10.206
1289582,Angophora costata,40.0,-37.80321047,144.9650021,27566,67.727,9.286
1289588,Melia azedarach,14.0,-37.79468032,144.9315792,52214,28.477,6.021
1289591,Melia azedarach,25.0,-37.79474392,144.9321635,52226,31.41,6.324
1289606,Angophora costata,27.0,-37.80658482,144.9644052,34360,377.227,21.916
1289607,Corymbia maculata,12.0,-37.8221307,144.964591,33365,585.363,27.3
1066800,Washingtonia filifera,40.0,-37.81883734,144.9674515,40058,435.141,23.538
1066801,Washingtonia filifera,30.0,-37.81882916,144.9674941,40058,435.141,23.538
1066802,Phoenix canariensis,59.0,-37.8188426,144.9672292,40058,435.141,23.538
1066804,Phoenix canariensis,50.0,-37.81885971,144.9673485,40058,435.141,23.538
1066809,Platanus x acerifolia,,-37.81893894,144.9669883,33001,1807.078,47.967
1066810,Platanus x acerifolia,40.0,-37.81894969,144.9668905,33001,1807.078,47.967
1066818,Platanus x acerifolia,45.0,-37.81906889,144.9660717,33001,1807.078,47.967
1066821,Platanus x acerifolia,40.0,-37.81911492,144.9657734,33001,1807.078,47.967
1066823,Platanus x acerifolia,40.0,-37.81928578,144.9648433,57536,892.301,33.706
1066824,Platanus x acerifolia,40.0,-37.81931255,144.9647341,57536,892.301,33.706
1066830,Platanus x acerifolia,35.0,-37.81943078,144.9641463,57536,892.301,33.706
1066831,Platanus x acerifolia,30.0,-37.8194405,144.9640597,57536,892.301,33.706
1069711,Platanus x acerifolia,16.0,-37.82234225,144.9700219,31558,18392.973,153.032
1069725,Ficus rubiginosa,15.0,-37.81570053,144.9824341,28517,40.137,7.149
1069727,Melia azedarach,,-37.81007954,144.9904779,15565,69.066,9.378
1068337,Ulmus x hollandica 'Vegeta',40.0,-37.82234813,144.9724633,18208,2703.504,58.67
1285975,Platanus x acerifolia,,-37.80673103,144.9625939,52899,65.84,9.156
1285999,Syzygium floribundum,,-37.81277462,144.9720842,9829,2705.738,58.695
1286008,Syzygium floribundum,,-37.81300364,144.971351,43823,18.328,4.831
1289334,Platanus x acerifolia,30.0,-37.80407786,144.9578829,23905,910.027,34.039
1287469,Platanus orientalis var. insularis 'Digitata',25.0,-37.80437749,144.9453504,42683,40.297,7.163
1287484,Platanus orientalis var. insularis 'Digitata',50.0,-37.80319125,144.9452907,24873,128.18,12.775
1069624,Tristaniopsis laurina,,-37.79670445,144.9749157,23371,88.461,10.613
1069628,Eucalyptus sideroxylon,18.0,-37.78833148,144.9430869,23871,25.098,5.653
1069634,Eucalyptus sideroxylon,,-37.78765193,144.942224,23786,194.754,15.747
1069643,Quercus coccinea,40.0,-37.83920825,144.9815036,3064,5.359,2.612
1069648,Quercus coccinea,30.0,-37.8388127,144.981592,17160,7.414,3.072
1069669,Quercus coccinea,40.0,-37.83928157,144.9813921,30061,3.109,1.99
1069682,Quercus bicolor,50.0,-37.81436551,144.9820025,41477,39.949,7.132
1069683,Quercus bicolor,50.0,-37.81424818,144.9819747,7687,70870.695,300.392
1069686,Quercus bicolor,50.0,-37.81422062,144.9818699,7687,70870.695,300.392
1069702,Liquidambar styraciflua,10.0,-37.82625078,144.9615984,39617,28.945,6.071
1069705,Liquidambar styraciflua,20.0,-37.82484732,144.9632497,25823,286.164,19.088
1070541,Pyrus calleryana,24.0,-37.80220313,144.9657212,36857,2400.719,55.287
1070551,Pyrus calleryana,25.0,-37.80238354,144.9655307,36836,330.871,20.525
1070554,Pyrus calleryana,25.0,-37.80254918,144.9654964,36836,330.871,20.525
1070561,Pyrus calleryana,24.0,-37.80270514,144.9657735,12740,3454.098,66.317
1070569,Pyrus calleryana,24.0,-37.80270061,144.966033,12740,3454.098,66.317
1070570,Pyrus calleryana,24.0,-37.80260883,144.9657359,12740,3454.098,66.317
1070571,Pyrus calleryana,24.0,-37.80261747,144.9657942,12740,3454.098,66.317
1070577,Pyrus calleryana,20.0,-37.80219112,144.9659911,36857,2400.719,55.287
1070584,Pyrus calleryana,24.0,-37.80225434,144.9661204,36857,2400.719,55.287
1070598,Eucalyptus melliodora,20.0,-37.78086351,144.9505765,30224,2873.32,60.485
1070606,Eucalyptus camaldulensis,20.0,-37.78006747,144.949597,30224,2873.32,60.485
1070609,Eucalyptus melliodora,20.0,-37.7801319,144.9498077,30224,2873.32,60.485
1070612,Eucalyptus camaldulensis,20.0,-37.78020421,144.949846,30224,2873.32,60.485
1070626,Platanus orientalis var. insularis 'Digitata',15.0,-37.78234388,144.9086968,15133,309.215,19.842
1070627,Platanus orientalis var. insularis 'Digitata',13.0,-37.78154207,144.9100606,15118,970.441,35.151
1070629,Platanus x acerifolia,30.0,-37.78005253,144.9126158,10682,69.367,9.398
1071014,Pyrus calleryana,10.0,-37.80263956,144.9659098,12740,3454.098,66.317
1071016,Pyrus calleryana,24.0,-37.80216599,144.9658206,36857,2400.719,55.287
1071019,Eucalyptus camaldulensis,20.0,-37.78015627,144.9497247,30224,2873.32,60.485
1285824,Quercus palustris,10.0,-37.79863239,144.9668977,19151,4.082,2.28
1288902,Eucalyptus camaldulensis,,-37.78940086,144.946339,29455,58.422,8.625
1288904,Eucalyptus melliodora,,-37.78946731,144.9461397,20715,473.281,24.548
1288906,Eucalyptus melliodora,,-37.7894549,144.9462858,29455,58.422,8.625
1288908,Eucalyptus camaldulensis,,-37.78942583,144.946489,52753,133.629,13.044
1288910,Eucalyptus camaldulensis,,-37.78940501,144.9466505,52753,133.629,13.044
1288914,Eucalyptus melliodora,,-37.78934235,144.9466777,20688,4.316,2.344
1288925,Eucalyptus camaldulensis,15.0,-37.7806505,144.9497676,1805,25.191,5.663
1288926,Eucalyptus leucoxylon megalocarpa,20.0,-37.78038486,144.9501131,30224,2873.32,60.485
1288929,Eucalyptus melliodora,,-37.78947436,144.9454499,23136,138.074,13.259
1288932,Eucalyptus melliodora,,-37.78947348,144.9453993,23136,138.074,13.259
1288940,Eucalyptus camaldulensis,,-37.7894827,144.9449263,18565,75.523,9.806
1288941,Eucalyptus melliodora,,-37.78952948,144.9450696,38068,69.895,9.434
1288943,Eucalyptus melliodora,,-37.78947757,144.9459951,20715,473.281,24.548
1288946,Eucalyptus camaldulensis,,-37.78942641,144.946104,20715,473.281,24.548
1288958,Acacia implexa,,-37.7813001,144.9520768,53196,233.688,17.249
1288960,Eucalyptus melliodora,,-37.78818866,144.9501141,10038,8.934,3.373
1288964,Eucalyptus leucoxylon,,-37.78135591,144.9520442,53196,233.688,17.249
1288965,Acacia implexa,,-37.78129996,144.95197,40881,42.652,7.369
1288971,Allocasuarina verticillata,,-37.79055793,144.9446036,42967,41.16,7.239
1288973,Acacia implexa,,-37.78132438,144.9519912,40881,42.652,7.369
1288977,Eucalyptus melliodora,,-37.78808714,144.9502704,16635,9.312,3.443
1288994,Eucalyptus leucoxylon,,-37.78139464,144.9536281,32689,919.227,34.211
1288995,Eucalyptus sp.,,-37.78142777,144.9538029,32689,919.227,34.211
1289410,Eucalyptus polyanthemos,,-37.78580865,144.9430221,9708,108.66,11.762
1289413,Eucalyptus polyanthemos,,-37.78584012,144.9429308,9708,108.66,11.762
1289416,Eucalyptus polyanthemos,,-37.78587953,144.9426801,9165,309.309,19.845
1289427,Allocasuarina littoralis,,-37.78602142,144.9431488,9737,568.348,26.901
1289431,Eucalyptus melliodora,,-37.78877676,144.9430719,22927,48.0,7.818
1289440,Eucalyptus camaldulensis,,-37.78860783,144.9432112,23526,178.387,15.071
1289446,Eucalyptus melliodora,,-37.78881826,144.9430541,22927,48.0,7.818
1289447,Eucalyptus camaldulensis,,-37.78886051,144.9430204,20699,1631.469,45.577
1289453,Eucalyptus melliodora,,-37.78896475,144.94294,20699,1631.469,45.577
1289454,Eucalyptus leucoxylon megalocarpa,,-37.78901082,144.9429106,20699,1631.469,45.577
1289461,Eucalyptus polyanthemos,,-37.78397778,144.9416314,35874,73.926,9.702
1289463,Eucalyptus polyanthemos,,-37.78467908,144.9417435,22735,21.082,5.181
1289464,Eucalyptus polyanthemos,,-37.78476763,144.9417577,42742,35.281,6.702
1289489,Eucalyptus melliodora,15.0,-37.78498221,144.9419917,50810,315.547,20.044
1289491,Eucalyptus camaldulensis,15.0,-37.78493706,144.9419416,50810,315.547,20.044
1289494,Eucalyptus polyanthemos,,-37.78336949,144.9415421,53312,40.207,7.155
1287460,Eucalyptus camaldulensis,,-37.79638597,144.9454382,23382,883.641,33.542
1287462,Eucalyptus camaldulensis,,-37.79635147,144.9452237,23382,883.641,33.542
1287467,Corymbia citriodora,,-37.79819953,144.9442746,10814,252.43,17.928
1287482,Corymbia maculata,60.0,-37.79490323,144.9452111,52218,91.195,10.776
1285864,Platanus x acerifolia,35.0,-37.79766713,144.9660832,28236,161.035,14.319
1067410,Ulmus procera,,-37.81070026,144.9534975,215,175.402,14.944
1067416,Ulmus x hollandica,110.0,-37.8115075,144.9545016,34550,7152.668,95.431
1067417,Ulmus procera,98.0,-37.81184882,144.9542123,34550,7152.668,95.431
1285659,Melia azedarach,10.0,-37.79517885,144.9238612,53961,6.828,2.949
1285661,Melia azedarach,10.0,-37.79477115,144.9234852,52271,42.664,7.37
1285678,Lophostemon confertus,10.0,-37.79900341,144.9263923,725,8.68,3.324
1067569,Ulmus procera,20.0,-37.83091649,144.9844426,56147,76.062,9.841
1067570,Ulmus procera,22.0,-37.83099665,144.9844242,44443,857.957,33.051
1067573,Ulmus procera,24.0,-37.83243302,144.9839697,3730,401.934,22.622
1067574,Ulmus procera,24.0,-37.83265229,144.9839286,8940,19.824,5.024
1067578,Ulmus procera,10.0,-37.8341024,144.9836439,25010,90311.652,339.099
1067595,Ginkgo biloba,10.0,-37.836887,144.9783454,8874,27.004,5.864
1285567,Ulmus procera,20.0,-37.79335823,144.9661686,27681,23.293,5.446
1285587,Melia azedarach,,-37.80918943,144.982242,57812,11.914,3.895
1285604,Quercus palustris,50.0,-37.80472628,144.9677672,9089,19.98,5.044
1070636,Phoenix canariensis,40.0,-37.825937,144.9556976,7541,4.848,2.484
1070639,Phoenix canariensis,40.0,-37.82558331,144.9562998,7220,12.773,4.033
1070643,Phoenix canariensis,20.0,-37.82695127,144.9541713,24147,3.559,2.129
1070644,Phoenix canariensis,30.0,-37.82717165,144.9538271,3598,13.027,4.073
1067336,Quercus bicolor,60.0,-37.81234931,144.9815948,41795,18.074,4.797
1067338,Quercus bicolor,50.0,-37.81131195,144.9813078,228,235.684,17.323
1067343,Quercus bicolor,80.0,-37.81088646,144.981206,25902,28.449,6.019
1067353,Melia azedarach,,-37.80938107,144.9840353,19642,119.652,12.343
1067359,Melia azedarach,,-37.80841641,144.9752635,18465,65.43,9.127
1067364,Jacaranda mimosifolia,15.0,-37.8103077,144.9730681,48032,44.055,7.489
1067371,Corymbia citriodora,24.0,-37.81356899,144.9758475,20800,219.379,16.713
1067374,Syzygium floribundum,80.0,-37.80866333,144.9727354,28109,19.516,4.985
1067387,Pyrus calleryana 'Capital',,-37.81690631,144.9801206,51599,6.965,2.978
1067389,Pyrus calleryana 'Capital',,-37.81715975,144.9800785,6699,10.25,3.613
1070890,Quercus robur,10.0,-37.81329347,144.9816732,7687,70870.695,300.392
1064912,Quercus bicolor,,-37.8252585,144.9753089,41504,14.285,4.265
1064934,Ulmus procera,18.0,-37.84328146,144.9817615,45658,63.309,8.978
1064935,Ulmus procera,22.0,-37.84327232,144.9816421,21627,54.875,8.359
1064937,Ulmus procera,22.0,-37.8432566,144.9814514,3914,32.145,6.398
1064943,Ulmus procera,50.0,-37.84332757,144.9813821,35473,15.207,4.4
1064945,Ulmus procera,50.0,-37.8433415,144.9815952,11760,21.172,5.192
1064954,Ulmus minor,12.0,-37.83825336,144.9765891,251,19.055,4.926
1065987,Eucalyptus melliodora,20.0,-37.78678471,144.9596806,6612,18.152,4.807
1066016,Ficus macrophylla,12.0,-37.78913119,144.9611399,12822,2856.832,60.311
1066030,Ficus macrophylla,22.0,-37.7902758,144.9602899,51660,28.023,5.973
1066032,Ficus macrophylla,33.0,-37.79012092,144.9599571,35513,20.496,5.108
1066035,Ficus macrophylla,46.0,-37.78967818,144.9597071,35421,35.672,6.739
1066038,Corymbia maculata,18.0,-37.78781318,144.9626529,11716,41.695,7.286
1066059,Callitris columellaris,18.0,-37.77981129,144.9617739,33889,3491.25,66.672
1066061,Callitris columellaris,21.0,-37.77984451,144.9617571,33889,3491.25,66.672
1066072,Eucalyptus sideroxylon,30.0,-37.77981288,144.9613193,33889,3491.25,66.672
1064812,Araucaria bidwillii,,-37.83244982,144.9770784,4882,12.203,3.942
1064814,Hesperocyparis macrocarpa,,-37.83263822,144.9770702,25010,90311.652,339.099
1064819,Sequoiadendron giganteum,,-37.83254675,144.9774906,2564,7.031,2.992
1064831,Cupressus torulosa,,-37.83118822,144.9731425,17235,3.504,2.112
1064832,Cupressus torulosa,20.0,-37.83114556,144.9730197,17230,4.023,2.263
1064835,Cupressus torulosa,12.0,-37.83057642,144.9726281,10601,2.188,1.669
1064838,Cupressus torulosa,10.0,-37.83019411,144.9726901,29986,5.754,2.707
1064839,Cupressus torulosa,12.0,-37.82988365,144.9737478,16551,1.848,1.534
1064842,Cupressus torulosa,20.0,-37.83014496,144.9741054,53073,6.398,2.854
1064895,Carya illinoinensis,,-37.82729673,144.9737765,18288,6450.629,90.627
1064898,Angophora costata,,-37.82783537,144.9741602,30518,10959.078,118.125
1064902,Quercus suber,,-37.82632243,144.9743092,1870,27.008,5.864
1064903,Quercus agrifolia,,-37.8262974,144.9741432,32844,8.879,3.362
1064910,Metasequoia glyptostroboides,,-37.82495244,144.972507,40556,26.113,5.766
1070087,Tristaniopsis laurina,15.0,-37.80667945,144.9432571,41575,7.035,2.993
1070095,Tristaniopsis laurina,18.0,-37.807206,144.9444723,14523,18.27,4.823
1070096,Tristaniopsis laurina,15.0,-37.80726159,144.9445808,12764,8.465,3.283
1070099,Tristaniopsis laurina,20.0,-37.80740881,144.9449339,20478,15.203,4.4
1070101,Tristaniopsis laurina,20.0,-37.80749022,144.9451127,1453,9.164,3.416
1070110,Tristaniopsis laurina,15.0,-37.80781149,144.9454659,51117,12.562,3.999
1070115,Tristaniopsis laurina,25.0,-37.8075606,144.9448816,20475,23.094,5.423
1070117,Tristaniopsis laurina,12.0,-37.80744749,144.9446287,52609,7.957,3.183
1070145,Acer x freemanii 'Jeffersred',30.0,-37.81022931,144.9455662,45010,35.398,6.713
1070150,Acer x freemanii 'Jeffersred',13.0,-37.80990684,144.9460978,18114,3.227,2.027
1070171,Acer x freemanii 'Jeffersred',20.0,-37.80760164,144.9498967,5281,34.133,6.592
1070188,Acer x freemanii 'Jeffersred',10.0,-37.80815462,144.9494493,20770,12.777,4.033
1070189,Acer x freemanii 'Jeffersred',10.0,-37.80825097,144.9492965,14605,15.383,4.426
1070192,Corymbia maculata,35.0,-37.81109013,144.9502715,5656,45.121,7.58
1070198,Eucalyptus polyanthemos,30.0,-37.80962761,144.9529061,3442,8.129,3.217
1070211,Eucalyptus melliodora,15.0,-37.82605426,144.9100648,3570,189.523,15.534
1070239,Eucalyptus melliodora,45.0,-37.82587759,144.9089192,55978,67.59,9.277
1070246,Eucalyptus camaldulensis,25.0,-37.82590649,144.9100686,42422,47.434,7.771
1070998,Acer x freemanii 'Jeffersred',27.0,-37.81010023,144.9457846,23418,18.883,4.903
1064622,Eucalyptus camaldulensis,,-37.78563123,144.956748,50838,973.055,35.198
1064647,Eucalyptus melliodora,,-37.78491828,144.9564241,22736,92.254,10.838
1064657,Eucalyptus camaldulensis,90.0,-37.78591018,144.9566462,50838,973.055,35.198
1064660,Eucalyptus camaldulensis,,-37.78604019,144.9566442,50838,973.055,35.198
1064661,Eucalyptus camaldulensis,,-37.78615918,144.9567451,50838,973.055,35.198
1064666,Eucalyptus melliodora,,-37.78634618,144.9567971,22850,684.77,29.528
1064672,Eucalyptus leucoxylon,40.0,-37.78655922,144.9567661,22850,684.77,29.528
1064677,Eucalyptus camaldulensis,,-37.78417006,144.9567171,21239,1310.871,40.854
1064685,Eucalyptus melliodora,,-37.78414805,144.9563001,46150,315.711,20.049
1064696,Eucalyptus leucoxylon megalocarpa,,-37.78250855,144.9554544,53223,9.137,3.411
1064725,Corymbia maculata,,-37.7823957,144.9552861,6373,138.234,13.267
1064729,Eucalyptus melliodora,,-37.78234653,144.9552201,6373,138.234,13.267
1064732,Acacia implexa,,-37.78233614,144.9552601,6373,138.234,13.267
1064742,Eucalyptus polyanthemos,,-37.78175041,144.9556911,48994,46.59,7.702
1064747,Eucalyptus melliodora,,-37.78175474,144.9556292,38412,5.805,2.719
1064752,Eucalyptus melliodora,,-37.78173643,144.9556279,38412,5.805,2.719
1064754,Corymbia citriodora,,-37.78164791,144.9554803,47550,11.285,3.791
1064755,Eucalyptus camaldulensis,,-37.78160651,144.9554674,6341,53.711,8.27
1064761,Eucalyptus polyanthemos,,-37.78168313,144.9554381,7406,438.473,23.628
1064762,Eucalyptus melliodora,,-37.78170647,144.9553707,7406,438.473,23.628
1064765,Eucalyptus leucoxylon,,-37.78164747,144.9551956,25133,62.922,8.951
1064766,Corymbia maculata,,-37.78155108,144.9552901,7379,24.562,5.592
1064768,Eucalyptus polyanthemos,,-37.78164574,144.9552618,25133,62.922,8.951
1064772,Eucalyptus melliodora,,-37.7815531,144.9551111,32673,267.559,18.457
1064783,Eucalyptus nicholii,,-37.78149354,144.9547573,30253,18.086,4.799
1064791,Eucalyptus leucoxylon,,-37.78161748,144.9546411,53208,440.531,23.683
1064793,Eucalyptus melliodora,,-37.78163091,144.9547088,53208,440.531,23.683
1066699,Eucalyptus melliodora,,-37.78460481,144.9564825,24112,242.859,17.585
1066705,Acacia melanoxylon,,-37.78427731,144.9557642,12510,53.992,8.291
1070855,Eucalyptus camaldulensis,20.0,-37.78817295,144.9569455,27590,4453.723,75.304
1065945,Corymbia maculata,24.0,-37.79669824,144.9520582,15150,2411.301,55.409
1065946,Corymbia maculata,27.0,-37.7968123,144.9521551,26125,40.406,7.173
1065947,Corymbia maculata,35.0,-37.79693924,144.9522512,502,678.645,29.395
1065958,Quercus coccinea,22.0,-37.79366326,144.957424,48542,20.273,5.081
1065964,Pyrus calleryana,,-37.78970908,144.9580387,5420,79.98,10.091
1065969,Eucalyptus melliodora,32.0,-37.77952063,144.9623158,6119,23.211,5.436
1065971,Callitris columellaris,11.0,-37.78194006,144.960547,32692,1150.84,38.279
1065976,Callitris columellaris,22.0,-37.78265179,144.9612852,30210,1.215,1.244
1065982,Callitris columellaris,11.0,-37.78318959,144.9601771,25245,1.676,1.461
1065845,Corymbia maculata,,-37.77772311,144.9562751,40836,345.855,20.985
1065887,Corymbia maculata,50.0,-37.77772433,144.9561282,2706,11.238,3.783
1065898,Corymbia maculata,15.0,-37.77939614,144.9550181,55867,30.465,6.228
1065899,Corymbia maculata,20.0,-37.77940009,144.955235,21075,50.062,7.984
1065907,Eucalyptus camaldulensis,40.0,-37.77924286,144.9559617,56559,256.402,18.068
1065908,Eucalyptus camaldulensis,40.0,-37.77920278,144.9558949,56559,256.402,18.068
1065910,Eucalyptus camaldulensis,40.0,-37.77923059,144.9558517,56559,256.402,18.068
1067632,Schinus molle,,-37.79458727,144.9189032,15953,61.594,8.856
1067642,Platanus x acerifolia,20.0,-37.79413578,144.9192022,27788,1439.477,42.811
1067646,Malus floribunda,20.0,-37.79411788,144.9194645,27788,1439.477,42.811
1067654,Celtis australis,15.0,-37.79401303,144.9188889,30774,40.68,7.197
1067658,Ulmus parvifolia,20.0,-37.79426265,144.9182438,52202,332.625,20.579
1067663,Ulmus parvifolia,20.0,-37.79446741,144.9177965,55593,123.922,12.561
1067665,Ulmus parvifolia,20.0,-37.79445283,144.9176553,4533,13.344,4.122
1067668,Celtis australis,10.0,-37.79440075,144.917238,55589,36.172,6.786
1067669,Ficus macrophylla,40.0,-37.794242,144.9171442,14212,502.793,25.302
1067670,Ficus macrophylla,40.0,-37.7941619,144.9172614,14212,502.793,25.302
1067675,Malus sp.,10.0,-37.79417872,144.917116,14212,502.793,25.302
1067677,Malus sp.,10.0,-37.79405918,144.9171585,4492,21.883,5.278
1067693,Malus sp.,10.0,-37.79428826,144.9171709,14212,502.793,25.302
1067695,Platanus x acerifolia,30.0,-37.79471912,144.9169626,14280,89.527,10.677
1067701,Corymbia citriodora,,-37.79459311,144.9166183,27802,771.496,31.342
1067703,Corymbia citriodora,,-37.79445534,144.9165264,55594,36.777,6.843
1067705,Corymbia maculata,,-37.79455545,144.9167,27802,771.496,31.342
1067711,Corymbia citriodora,,-37.79487788,144.9166474,50691,51.289,8.081
1067746,Platanus x acerifolia,20.0,-37.79417801,144.916977,53883,155.867,14.087
1067750,Platanus x acerifolia,,-37.79384027,144.9171479,48650,198.918,15.914
1067757,Eucalyptus sideroxylon rosea,20.0,-37.79369878,144.9164925,4453,139.23,13.314
1067764,Pyrus calleryana,10.0,-37.79367122,144.9165397,4453,139.23,13.314
1067767,Pyrus calleryana,10.0,-37.79362833,144.9166087,4453,139.23,13.314
1067770,Eucalyptus scoparia,,-37.79353796,144.916794,52061,37.137,6.876
1067775,Pyrus calleryana,,-37.79337827,144.9170573,9501,103.797,11.496
1067779,Platanus x acerifolia,20.0,-37.79324777,144.917399,52026,206.285,16.206
1067783,Platanus x acerifolia,20.0,-37.79320581,144.9176225,12174,41.316,7.253
1067791,Platanus x acerifolia,20.0,-37.79282389,144.9180977,43136,373.938,21.82
1067798,Platanus x acerifolia,30.0,-37.79228381,144.919127,9361,61.379,8.84
1067811,Eucalyptus scoparia,20.0,-37.7921476,144.919146,20187,193.715,15.705
1067816,Platanus x acerifolia,20.0,-37.79213075,144.9192181,20187,193.715,15.705
1067818,Platanus x acerifolia,30.0,-37.79222665,144.9193113,20187,193.715,15.705
1067820,Zelkova serrata,,-37.79245697,144.9194891,20198,23.598,5.481
1067833,Zelkova serrata,,-37.79285847,144.9194126,55384,35.855,6.757
1067834,Zelkova serrata,,-37.79330765,144.9193234,27744,24.949,5.636
1067836,Zelkova serrata,,-37.79322773,144.9193389,27735,19.281,4.955
1067838,Zelkova serrata,,-37.79341012,144.9194403,4349,24.418,5.576
1067841,Zelkova serrata,,-37.79366398,144.9193768,48589,30.902,6.273
1070903,Malus floribunda,20.0,-37.79414403,144.9194148,27788,1439.477,42.811
1070907,Pyrus calleryana,10.0,-37.79360902,144.9166443,4453,139.23,13.314
1065695,Eucalyptus polyanthemos,,-37.78493415,144.9419029,50810,315.547,20.044
1065697,Eucalyptus camaldulensis,15.0,-37.78495613,144.9419692,50810,315.547,20.044
1065698,Eucalyptus polyanthemos,15.0,-37.78500516,144.9420312,50810,315.547,20.044
1065700,Eucalyptus camaldulensis,15.0,-37.78508913,144.9421541,50810,315.547,20.044
1065728,Eucalyptus melliodora,,-37.78615719,144.9424782,9171,44.32,7.512
1065729,Eucalyptus polyanthemos,34.0,-37.78695584,144.9420703,35862,498.008,25.181
1065730,Eucalyptus polyanthemos,26.0,-37.78704979,144.9420894,35862,498.008,25.181
1065738,Eucalyptus camaldulensis,,-37.78948566,144.9448263,18565,75.523,9.806
1065744,Eucalyptus camaldulensis,,-37.78784319,144.949158,23788,29.688,6.148
1065754,Eucalyptus camaldulensis,,-37.7872712,144.9477141,18443,28.094,5.981
1065759,Eucalyptus camaldulensis,,-37.78744216,144.9472132,36555,47.891,7.809
1065765,Eucalyptus melliodora,,-37.78773148,144.945795,24889,29.117,6.089
1065786,Eucalyptus camaldulensis,,-37.78816323,144.946533,40665,20.008,5.047
1065787,Eucalyptus camaldulensis,,-37.78834718,144.9467822,40656,24.801,5.619
1065788,Eucalyptus camaldulensis,,-37.78849519,144.9464741,49510,59.492,8.703
1065793,Eucalyptus camaldulensis,,-37.78850918,144.9468472,33623,37.168,6.879
1065795,Eucalyptus camaldulensis,,-37.78872824,144.9466241,9869,38.949,7.042
1065796,Eucalyptus camaldulensis,,-37.78882215,144.9465162,12801,22.855,5.394
1065806,Eucalyptus camaldulensis,,-37.78829426,144.9471012,10060,25.719,5.722
1065809,Eucalyptus camaldulensis,,-37.78835316,144.9473632,10075,55.066,8.373
1065810,Eucalyptus camaldulensis,,-37.78850615,144.9476352,47183,26.645,5.825
1065815,Eucalyptus camaldulensis,,-37.78848625,144.9484886,51227,6.793,2.941
