service_id,status,name,monday_open_hours,tuesday_open_hours,wednesday_open_hours,thursday_open_hours,friday_open_hours,address,city,state,postcode,latitude,longitude,saturday_open_hours,parent_org,sunday_open_hours,phone,website,google_rating,google_maps_url,appointment_note
4a8ba19b-24ff-8a1c-01f7-99865e806d15,CLOSED,Peter Tait Counselling,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,"Suite 914,530 Little Collins Street",Melbourne,VIC,3000,-37.81686783,144.95709229,,,,(03) 9909 7914,http://petertait.com.au/,,https://maps.google.com/?cid=10230461806283660361,Call or visit website to book
6d69d6d8-ab99-43dd-7dc0-b702421030a4,CLOSED,Connect My Mind - Psychology,06:00:00 - 13:00:00,06:00:00 - 13:00:00,06:00:00 - 13:00:00,06:00:00 - 13:00:00,06:00:00 - 13:00:00,TeleHealth Provider - Online Access,Melbourne,VIC,3000,-37.8136276,144.9630576,06:00:00 - 13:00:00,,06:00:00 - 13:00:00,1300 146 386,https://connectmymind.online/,,https://maps.google.com/?cid=1742600828329924919,Online booking available — see website
3c65a428-8c80-41ad-7f66-c8cbfab1ee86,CLOSED,Connect My Mind - Counselling,06:00:00 - 13:00:00,06:00:00 - 13:00:00,06:00:00 - 13:00:00,06:00:00 - 13:00:00,06:00:00 - 13:00:00,TeleHealth Provider - Online Access,Melbourne,VIC,3000,-37.8177615,144.9553974,06:00:00 - 13:00:00,,06:00:00 - 13:00:00,1300 146 386,https://connectmymind.online/,,https://maps.google.com/?cid=1742600828329924919,Online booking available — see website
b5d91d65-65e7-c80c-db5e-7f4eac04704a,CLOSED,Al-Anon Family Groups - Victorian Southern Area,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,,"Level 7 Suite 2,43-51 Queen Street",Melbourne,VIC,3000,-37.81773758,144.96160889,,AL-ANON FAMILY GROUPS VICTORIAN SOUTHERN AREA INC,,1300 252 666,https://www.al-anon.org.au/,5,https://maps.google.com/?cid=11702106611459409819,Call or visit website to book
e557ca41-0d8e-dbe4-8f29-54a33d505b55,CLOSED,Core Psychology Services,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00 - 15:00,"Collins Place,Suite 9,45 Collins Street",Melbourne,VIC,3000,-37.81406021,144.97232056,,,,(03) 9650 9090,,,https://maps.google.com/?cid=577131640278481970,
cb744887-6e50-6a05-3555-9cf5e1c56bd0,CLOSED,Melbourne Cognitive Psychology - La Trobe Street,08:00:00 - 20:00:00,08:00:00 - 20:00:00,08:00:00 - 20:00:00,08:00:00 - 20:00:00,08:00:00 - 20:00:00,"Level 2,222 La Trobe Street",Melbourne,VIC,3000,-37.80963135,144.96287537,10:00:00 - 17:00:00,"DIEDERICH, JOACHIM",,1300 798 598,,,https://maps.google.com/?cid=18393522208725526762,
d5f50dfa-40f3-89ba-68fb-1c7f7febc1df,UNKNOWN,Inner Melbourne Clinical Psychology - Melbourne,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,08:00 - 20:00,"Level 1,423 LITTLE COLLINS STREET",Melbourne,VIC,3000,-37.81622935,144.96063771,09:00 - 16:00,"BAULCH, JACQUELINE LEE",,(03) 9376 1958,https://www.innermelbpsychology.com.au/,4.4,https://maps.google.com/?cid=11126818790003056966,Call or visit website to book
57a7c7a9-5a19-9e57-5db2-346d274ba86d,CLOSED,Focus Psychology and Hypnotherapy,09:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 18:00:00,"Level 13,200 Queen Street",Melbourne,VIC,3000,-37.8135643,144.96046448,09:00:00 - 13:00:00,,,(03) 8648 6425,http://www.focuspsychology.net.au/,1,https://maps.google.com/?cid=18246850082754964670,Call or visit website to book
f6617d51-b04a-b01e-9f0a-58707037f98c,CLOSED,Relationships Counselling Professionals - East Melbourne,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,Confidential Address,East Melbourne,VIC,3002,-37.81762695,144.9811554,08:00 - 20:00,Relationships Counselling Professionals,08:00 - 20:00,(03) 9018 9567,https://www.thehartcentre.com.au/city/melbourne/?utm_source=google&utm_medium=organic&utm_campaign=gmb,5,https://maps.google.com/?cid=7028250117879374342,Call or visit website to book
8a8a60e9-5906-a2fd-d088-45ed8e82869f,CLOSED,Wombat Housing and Support Services,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,195 Melrose Street,North Melbourne,VIC,3051,-37.7903595,144.94276428,,,,1800 887 775,https://www.wombat.org.au/,4.3,https://maps.google.com/?cid=14666920205730910704,Call or visit website to book
a7306157-13c1-2542-37db-9432e2592935,CLOSED,Vida Psychology - North Melbourne,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,"Suite 1A,13-21 Vale Street North Melbourne VIC 3051",North Melbourne,VIC,3051,-37.79998,144.95356,,Vida Psychology,,(03) 9328 3636,http://www.vidapsychology.com.au/,4.2,https://maps.google.com/?cid=8891428752636768477,Call or visit website to book
87704a7c-f918-a22b-a381-9b0b6623f78a,CLOSED,Judith Minster - Clinical Psychologist & Hypnotherapist,,10:00:00 - 18:00:00,10:30 - 16:30,10:30 - 19:15,10:00:00 - 18:00:00,"Suite 9,228 CLARENDON STREET",East Melbourne,VIC,3002,-37.80946633,144.98395942,08:30:00 - 12:30:00,VISUAL IMAGES PTY. LTD.,,0417 321 684,http://www.judithminster.com/#!contact/c1d94,3,https://maps.google.com/?cid=7621046635773660222,Call or visit website to book
47824b4e-6f70-8c28-110d-14e9922db8a2,UNKNOWN,Relationships Counselling Professionals - Melbourne,09:00 - 20:30,08:30 - 20:30,08:30 - 20:30,08:00 - 20:30,08:30 - 20:30,Confidential Address,Melbourne,VIC,3000,-37.81523895,144.96353149,08:30 - 17:00,Relationships Counselling Professionals,,0411 615 313,http://msrcc.com.au/,4.7,https://maps.google.com/?cid=4027655528397891607,Call or visit website to book
6820165a-9868-5b62-c2f9-2ab1b5ddb4aa,UNKNOWN,Nicki Gazis - Clinical Psychologist,,09:00 - 19:00,09:00 - 19:00,09:00 - 19:00,,7 RIVERSIDE QUAY,Southbank,VIC,3006,-37.82168938,144.96448778,,,,0431 485 611,http://carltonclinicalpsychology.com/,5,https://maps.google.com/?cid=3647761375472062167,Call or visit website to book
b2eb5b2b-0b6d-4155-8f1d-eb8947342e6d,CLOSED,Casey Anderson Counselling and Psychotherapy,08:00:00 - 18:00:00,08:00:00 - 18:00:00,08:00:00 - 18:00:00,08:00:00 - 18:00:00,08:00:00 - 18:00:00,201 CARDIGAN STREET,Carlton,VIC,3053,-37.80204127,144.96488637,,,,0400 637 433,,,https://maps.google.com/?cid=11803433803022771434,
72b3f0a8-e4f0-4eef-39b6-5d7e8a09d213,CLOSED,Reimagine Psychology Melbourne,08:00 - 17:00,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00:00 - 17:00:00,08:00:00 - 17:00:00,"Ground Floor,3 Howard Street",West Melbourne,VIC,3003,-37.807015,144.952979,08:00:00 - 15:00:00,,,(03) 8330 5588,http://reimaginepsychology.melbourne/,4.6,https://maps.google.com/?cid=8063833218116255905,Call or visit website to book
150e4402-25e9-40e7-ab24-f78177a7f00d,CLOSED,Kit Casey - Psychologist,,,,,09:00:00 - 18:00:00,62 WELLINGTON PARADE,East Melbourne,VIC,3002,-37.81638611,144.9882528,09:00:00 - 12:00:00,,,,https://www.kitcaseypsychologist.com.au/,,https://maps.google.com/?cid=10453486644482535097,Call or visit website to book
8706dbe4-1645-4f59-8737-03ba3b2792d7,CLOSED,Symmetry Mental Health Network,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 19:00:00,198 DRUMMOND STREET,Carlton,VIC,3053,-37.80179223,144.96870688,09:00:00 - 19:00:00,,,(03) 7012 6724,http://symmetrymentalhealth.com/,,https://maps.google.com/?cid=9360572421706764955,Call or visit website to book
5b66f69b-a300-40e1-8fac-66134e78e63e,CLOSED,Peyton Psychology,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 17:00:00,29 Argyle Place S,Carlton,VIC,3053,-37.80364581,144.96536036,,,,(03) 9723 3339,http://www.peytonpsychology.com.au/,,https://maps.google.com/?cid=13093963002443929666,Call or visit website to book
27fcd93b-0e5d-41f3-ac16-c42b5a7fd58f,CLOSED,Monarch Mental Health Group - Melbourne,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,"Suite 1, Level,4, 20 Collins Street",Melbourne,VIC,3000,-37.81324797,144.97288621,,,,1300 867 888,https://www.mmhg.com.au/,2.8,https://maps.google.com/?cid=6052072788141818379,Call or visit website to book
8e8c74c6-3dea-d728-dff0-7560e30f7162,CLOSED,East Melbourne Psychology,09:00:00 - 20:00:00,09:00:00 - 20:00:00,09:00:00 - 20:00:00,09:00:00 - 20:00:00,09:00:00 - 18:00:00,23 Lansdowne Street,East Melbourne,VIC,3002,-37.80910492,144.9781189,09:00:00 - 17:00:00,,,(03) 9639 2866,http://www.eastmelbournepsychology.com.au/,5,https://maps.google.com/?cid=1042202668588633714,Call or visit website to book
4a406884-a2af-af6d-66dc-6221a7e6fa5a,CLOSED,Dr Lolita Ellims - Psychiatrist,09:00:00 - 12:00:00,09:00:00 - 12:00:00,09:00:00 - 12:00:00,09:00:00 - 12:00:00,09:00:00 - 12:00:00,"Epworth Freemasons,Suite 126,320 Victoria Parade",East Melbourne,VIC,3002,-37.80957031,144.98188782,,,,(03) 9419 8639,,4,https://maps.google.com/?cid=604414549544378883,
6dfbebce-ddbb-d055-ee28-ffbdf2a8e270,UNKNOWN,Jennifer Fahey - Psychologist,,,,,,155 Drummond Street,Carlton,VIC,3053,-37.80273056,144.96775818,,,,0411 861 632,,,https://maps.google.com/?cid=8647517205420053382,
8d8183f4-7133-cc65-62e4-7cbb123479ed,CLOSED,Reinforce Inc. (Victorian Association Of Intellectually Disadvantaged Citizens),10:00:00 - 16:00:00,10:00:00 - 16:00:00,10:00:00 - 16:00:00,10:00:00 - 16:00:00,10:00:00 - 16:00:00,"Level 2,247 Flinders Lane",Melbourne,VIC,3000,-37.81699371,144.96617126,,,,(03) 9650 7855,https://reinforce.org.au/,,https://maps.google.com/?cid=3554198491903651007,Call or visit website to book
eeff9bb8-cec8-7327-15df-64818d8ab312,CLOSED,NorthWestern Mental Health - Eating Disorders Program,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,"Royal Melbourne Hospital, Level 2, John Cade Unit,Level 2,300 Grattan Street",Parkville,VIC,3052,-37.79881287,144.95608521,,Royal Melbourne Hospital,,(03) 9355 9700,,2.7,https://maps.google.com/?cid=1997533639513548508,
0377580c-583c-07cb-3ec3-538154fd7f5f,CLOSED,Inner West Area Mental Health Service - John Cade Adult Acute Inpatient Unit,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,"Royal Melbourne Hospital,Level 1,300 Grattan Street",Parkville,VIC,3052,-37.79881287,144.95608521,,MELBOURNE HEALTH,,(03) 9342 7000,https://www.thermh.org.au/services/mental-health,4.2,https://maps.google.com/?cid=5164680683210456313,Call or visit website to book
f77fdeb6-fac6-0f85-6bfd-fd9b43e63050,CLOSED,Paul Reid - Counselling & Psychotherapy,09:00:00 - 20:00:00,09:00:00 - 20:00:00,09:00:00 - 20:00:00,09:00:00 - 20:00:00,09:00:00 - 20:00:00,96 Elgin Street,Carlton,VIC,3053,-37.79734421,144.97151184,,,,0420 496 599,http://counsellingtherapymelbourne.com.au/,5,https://maps.google.com/?cid=7861905287644507975,Call or visit website to book
fb0c474c-a04b-666e-8d2f-3d49cdf4c079,CLOSED,Rob Russell - Psychologist,09:30:00 - 19:00:00,09:30:00 - 19:00:00,09:30:00 - 19:00:00,09:30:00 - 19:00:00,09:30:00 - 19:00:00,"Carlton Cloctower,Suite 19,255 Drummond Street",Carlton,VIC,3053,-37.79985428,144.96792603,,,,0416 117 861,,,https://maps.google.com/?cid=1992065986202311948,
a1bf1bc0-07af-59b8-4ac6-e74cf82afedb,CLOSED,Inner West Area Mental Health Service - John Cade Adult Acute Inpatient Unit,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,"John Cade Adult Acute Inpatient Unit,Level 1,300 Grattan Street",Parkville,VIC,3052,-37.79881287,144.95608521,,MELBOURNE HEALTH,,(03) 9342 7000,https://www.thermh.org.au/services/mental-health,4.2,https://maps.google.com/?cid=5164680683210456313,Call or visit website to book
3fe74da6-58c8-d9d1-ed06-d2352bf2e3f1,CLOSED,Federation of Spanish Speaking Senior Citizens,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00:00 - 16:00:00,10:00 - 17:00,247 251 Flinders Lane,Melbourne,VIC,3000,-37.81699371,144.96617126,,,,(03) 9820 2299,http://farolitospanish.com.au/,4.9,https://maps.google.com/?cid=5375337546329404140,Call or visit website to book
afddea3b-59eb-7a96-2b88-ee27e443b248,CLOSED,Victorian Hypnosis & Counselling,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,62 Wellington Parade,East Melbourne,VIC,3002,-37.8164978,144.98809814,09:00 - 17:00,,,0466 544 450,http://vichc.com.au/,,https://maps.google.com/?cid=13810436540814709106,Call or visit website to book
1b1b1f15-ebc2-487d-4c69-0e4263de768c,CLOSED,CTK Psychology & Emotional Wellbeing,,,,,,"Darling Terrace,145 Drummond Street",Carlton,VIC,3053,-37.80315781,144.9677887,09:30:00 - 14:00:00,,,0401 443 236,http://ctkpsychology.com.au/,,https://maps.google.com/?cid=10760506911443538540,Call or visit website to book
f8ba9f22-d005-ecea-824e-b05be9ca1b68,CLOSED,DBI Psychology,09:00 - 19:00,08:00:00 - 20:00:00,09:00 - 19:00,09:00 - 19:00,09:00 - 17:00,"Cramond House,23 Queensberry Street",Carlton,VIC,3053,-37.80532455,144.96829224,,,,(03) 9969 7952,https://www.dynamicpsychotherapy.com.au/,4.2,https://maps.google.com/?cid=16215283830873134345,Call or visit website to book
4e38b4be-1cab-b6a3-1e5b-d1a5011afb40,CLOSED,Beulah Joseph - Psychology Services,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,"Level 4,100 Harbour Esplanade",Docklands,VIC,3008,-37.81814957,144.94715881,,,,,https://beulahinternational.com/,3.8,https://maps.google.com/?cid=10464646147970277896,Call or visit website to book
9efaf135-b7a9-929a-0976-feeaf222fa49,CLOSED,Diane Abbott - Psychologist,09:00:00 - 20:00:00,,09:00:00 - 20:00:00,,09:00:00 - 20:00:00,"Level 1,279 Lygon Street",Carlton,VIC,3053,-37.798972,144.9647813,,,,0407 311 341,,,https://maps.google.com/?cid=6784975279145824630,
8f053cfa-dc33-3643-dae9-969b695f84e9,CLOSED,Vida Psychology - North Melbourne,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,501 Queensberry Street,North Melbourne,VIC,3051,-37.80312347,144.95065308,,Vida Psychology,,(03) 9328 3636,http://www.vidapsychology.com.au/,4.2,https://maps.google.com/?cid=8891428752636768477,Call or visit website to book
196b1c66-37d6-eca4-643c-c06a3531ca66,CLOSED,Dads in Distress Support Services,08:30:00 - 17:00:00,08:30:00 - 17:00:00,08:30:00 - 17:00:00,08:30:00 - 17:00:00,08:30:00 - 17:00:00,Confidential Address,Melbourne,VIC,3000,-37.81359863,144.96310425,08:30:00 - 17:00:00,,,,http://missed.org.au/,5,https://maps.google.com/?cid=15006638293900648042,Call or visit website to book
